Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Senior Accountant,Myanmar Ganad Advertising,"Finance, Accounting, Audit",Yangon,"Benefits: . Annual Bonus . Reward For Performance . Sat, Sun & Public Holidays Off",Highlights:You can make a difference,Career Opportunities: . Learn New Skills On The Job . Promotion Opportunities . Management Potential,16 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-myanmar-ganad-advertising/92088,59
Sr. Digital Marketing Executive,Super Seven Stars,"Marketing, Media, Creative",Yangon,"Benefits: Transportation Allowance (or) Ferry Provide Attendance Bonus Phone Bill Allowance Sat, Sunday and Public Holiday off",Highlights:You can make a difference,Career Opportunities: Possibility for job training,16 Jan 2024,https://www.jobnet.com.mm/job/sr-digital-marketing-executive-super-seven-stars/94557,59
Production Engineer (Multiskill Operator),Coca-Cola Pinya Beverages Myanmar,"Manufacturing, Factory",Yangon,Benefits: Lunch Provided Ferry Provided,Highlights:International Standards,Career Opportunities: Training Provided,16 Jan 2024,https://www.jobnet.com.mm/job/production-engineer-multiskill-operator-coca-cola-pinya-beverages-myanmar/90795,59
Marketing Manager,Education First Group,"Marketing, Media, Creative",Yangon,Benefits: - Rewards for over performance.,Highlights:- Fun Working Environment. - International Standards. - Make a Difference. - Join an experienced team.,Career Opportunities: - Training Provided. - Learn new skills on the job. - Promotion opportunities. - Management potential.,16 Jan 2024,https://www.jobnet.com.mm/job/marketing-manager-education-first-group/91451,59
Supermarket Branch Manager,1 Stop Supermarket,"Sales, Business Development",Yangon,Benefits: -Unifrom Provided,Highlights:You can make a difference,Career Opportunities: -Training Provided -Learn  new skill on the job -Promotion opportunities -Management potential,16 Jan 2024,https://www.jobnet.com.mm/job/supermarket-branch-manager-1-stop-supermarket/87992,59
Retail Area Manager,1 Stop Supermarket,"Sales, Business Development",Yangon,Benefits: -Sale Target +++ -Travelling Allowance -Uniform Provide (Female) -Performance Award,Highlights:-Fun working environment -Make a difference -Join an experienced team,Career Opportunities: -Training provited -Learn new skills on the job -Promotion apportunities,16 Jan 2024,https://www.jobnet.com.mm/job/retail-area-manager-1-stop-supermarket/92017,59
Senior Dotnet Core Developer,Innovix Solutions,"IT Hardware, Software",Yangon,"Benefits: Annual performance and salary review,  Attendance bonus",Highlights:Fun Working Environment,Career Opportunities: Promotion Opportunities,16 Jan 2024,https://www.jobnet.com.mm/job/senior-dotnet-core-developer-innovix-solutions/94443,59
Project Manager,Innovix Solutions,"Project, Operations Management",Yangon,"Benefits: Annual performance and salary review,  Attendance bonus",Highlights:Fun Working Environment,Career Opportunities: Promotion Opportunities,16 Jan 2024,https://www.jobnet.com.mm/job/project-manager-innovix-solutions/94340,60
Corporate Admin Manager,Supreme Group of Companies,Administrative,NayPyiTaw,Benefits: Rewards for over performance,Highlights:Make a difference.,Career Opportunities: Promotion Opportunities,16 Jan 2024,https://www.jobnet.com.mm/job/corporate-admin-manager-supreme-group-of-companies/94414,60
Business Development Manager,JobNet Myanmar,"Sales, Business Development",Yangon,Benefits: - Commission on performance - Phone bill allowance - Great team spirit - Rewards for over performance - Overtime,Highlights:- Fast growing international company - Leading online company in Myanmar - Team with 20+ years experience,Career Opportunities: - Opportunity for promotion - On the job training,16 Jan 2024,https://www.jobnet.com.mm/job/business-development-manager-jobnet-myanmar/94268,60
Fullstack Java Consultant,DJAVA FACTORY SDN BHD,"IT Hardware, Software",Malaysia,Benefits: * Travel Allowance  * Birthday Voucher * Health Insurance provided * Performance Incentives * Flexibility working from home if requires,Highlights:* Fun Working Environment * Joined the experienced team,Career Opportunities: * Promotion Opportunities * Learn new skills on the job,16 Jan 2024,https://www.jobnet.com.mm/job/fullstack-java-consultant-djava-factory-sdn-bhd/91961,60
"Senior Manager, Senior Business Analyst",ATOM,"Strategy, Planning",Yangon,Benefits: Bonus entitlement Medical Insurance coverage Airtime Usage,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,16 Jan 2024,https://www.jobnet.com.mm/job/senior-manager-senior-business-analyst-atom/91787,60
"Sr. Manager, Geo Marketing Analytics",ATOM,Research and Development,Yangon,Benefits: Bonus entitlement Medical Insurance coverage Airtime Usage,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,16 Jan 2024,https://www.jobnet.com.mm/job/sr-manager-geo-marketing-analytics-atom/91788,60
"Sr Manager, Commercial Planning & Forecasting",ATOM,"Marketing, Media, Creative",Yangon,Benefits: Bonus entitlement Medical Insurance coverage Airtime Usage,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,16 Jan 2024,https://www.jobnet.com.mm/job/sr-manager-commercial-planning-and-forecasting-atom/91804,60
Business Development Manager (Wheat Flour),Capital Diamond Star Group (CDSG),"Marketing, Media, Creative",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:An awesome company,Career Opportunities: Possibility for job training,16 Jan 2024,https://www.jobnet.com.mm/job/business-development-manager-wheat-flour-capital-diamond-star-group-cdsg/94549,60
Sales Manager - Agency (Mandalay),GRAND GUARDIAN NIPPON LIFE INSURANCE,"Sales, Business Development",Mandalay,Benefits: - Fixed Salary - Quarterly Incentive,Highlights:Working with GGINL & Sunrise Insurance Industry in Myanmar,Career Opportunities: Career Progress,15 Jan 2024,https://www.jobnet.com.mm/job/sales-manager-agency-mandalay-grand-guardian-nippon-life-insurance/94546,60
Sales Manager - Agency(Yangon),GRAND GUARDIAN NIPPON LIFE INSURANCE,"Sales, Business Development",Yangon,Benefits: - Fixed Salary - Quarterly Incentive,Highlights:Working with GGINL & Sunrise Insurance Industry in Myanmar,Career Opportunities: Career Progress,15 Jan 2024,https://www.jobnet.com.mm/job/sales-manager-agencyyangon-grand-guardian-nippon-life-insurance/80260,60
Senior Manager – Financial Planning & Analysis,Yoma Bank,"Finance, Accounting, Audit",Yangon,Benefits: •	Ferry Provided •	Mobile Phone Allowance •	Life Insurance •	Limited Medical Cover,Highlights:•	Empowered Working Environment •	Diverse Team,Career Opportunities: •	Learning and Development Platform •	Opportunities to Explore Multiple Career Paths,15 Jan 2024,https://www.jobnet.com.mm/job/senior-manager-financial-planning-and-analysis-yoma-bank/94545,60
DM Water Supervisor (ရွှာသစ်ကြီး),Win Brothers Group of Companies Limited,"Engineering, Technical, HSE",Sagaing Division,Benefits: Yearly Bonus & Salary Increment,Highlights:Make a difference,Career Opportunities: Make a difference,15 Jan 2024,https://www.jobnet.com.mm/job/dm-water-supervisor-ရွှာသစ်ကြီး-win-brothers-group-of-companies-limited/94543,60
Assistant Digital Marketing Manager,"Treasure Star Gems & Jewellery Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Rewards of over performance Ferry provided Meal Allowance for overtime,Highlights:Fun working environment International Standard Join an experienced team,Career Opportunities: Learn new skill on the job Management potential Training Provided (if need) Promotion Opportunities,15 Jan 2024,https://www.jobnet.com.mm/job/assistant-digital-marketing-manager-treasure-star-gems-and-jewellery-co-ltd/94540,60
Auditor - Goody Factory(Mandalay),"EAC Services Co., Ltd","Finance, Accounting, Audit",Mandalay,Benefits: *Monthly KPI bonus,Highlights:*Join a winning FMCG company in Myanmar,Career Opportunities: *Training provide *Promotion/growth potential,15 Jan 2024,https://www.jobnet.com.mm/job/auditor-goody-factorymandalay-eac-services-co-ltd/94537,60
Customer Service Executive,"Melbourne Co.,Ltd","Customer Service, Support",Yangon,Benefits: Rewards for over performance,Highlights:Fun working Enviroment  International Standards Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skills on the job  Promotion Opportunities Management Potential,15 Jan 2024,https://www.jobnet.com.mm/job/customer-service-executive-melbourne-co-ltd/94529,60
"Teaching Assistant, Nursery (Mandalay)",Myanmar International School Yangon,"Education, Teaching, Childcare",Mandalay,Benefits: Transportation,Highlights:International Standards,Career Opportunities: Possibility for job training,15 Jan 2024,https://www.jobnet.com.mm/job/teaching-assistant-nursery-mandalay-myanmar-international-school-yangon/94524,60
QA Analyst - KBZPay Operation (MDY),KBZ Bank,Quality Assurance,Mandalay,Benefits: Bonus,Highlights:International Standards,Career Opportunities: Training provided,15 Jan 2024,https://www.jobnet.com.mm/job/qa-analyst-kbzpay-operation-mdy-kbz-bank/94518,60
Sales & Marketing Supervisor,"Rainbow Bridge Distribution Co., Ltd","Sales, Business Development",Yangon,Benefits: Uniform Ferry,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,15 Jan 2024,https://www.jobnet.com.mm/job/sales-and-marketing-supervisor-rainbow-bridge-distribution-co-ltd/94512,60
Warehouse Manager,"United Tyre Group Co., Ltd.","Logistics, Warehousing, Port",Yangon,"Benefits: Yearly Bonus, Attendance Bonus, SSB (2%), Uniform.","Highlights:Working Day - Monday to Saturday, Working Hour- 9:00AM to 5:00PM, Off Day - Sunday and Public Holiday, Make a difference.",Career Opportunities: Learn new skills on the job.,15 Jan 2024,https://www.jobnet.com.mm/job/warehouse-manager-united-tyre-group-co-ltd/94511,60
English Trainer,MPT - Myanma Posts & Telecommunications,"Education, Teaching, Childcare",Yangon,Benefits: Ferry Transport Health Insurance Annual Bonus Company provided mobile connection,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for self-development through training exposure through project participation and promotion on the job,15 Jan 2024,https://www.jobnet.com.mm/job/english-trainer-mpt-myanma-posts-and-telecommunications/90662,60
Site Engineer,"Yoo Htet Co., Ltd","Engineering, Technical, HSE",Mandalay,Benefits: - Uniform Provide - Overtime Payment - Travelling Allowance,Highlights:- Yon can make a different - Join a winning team,Career Opportunities: - Learn new skill and techniques - Management potential,15 Jan 2024,https://www.jobnet.com.mm/job/site-engineer-yoo-htet-co-ltd/83470,60
Sales Manager (Modern Trade),Grand Wynn Group of Companies,"Sales, Business Development",Yangon,Benefits: . Ferry . Uniform . Incentive . Coffee,Highlights:. Join an experienced team . Make a difference . Fun Working environment . Team Management,Career Opportunities: . Management Potential . Learn new skills on the job . Training & Development,15 Jan 2024,https://www.jobnet.com.mm/job/sales-manager-modern-trade-grand-wynn-group-of-companies/91895,60
Computer Instructor-BCS field,International Leadership University - ILU,"Education, Teaching, Childcare",NayPyiTaw,Benefits: Rewards for over performance,Highlights:Fun Working Environment International Standards Make a difference Join an experienced team,Career Opportunities: Training provided Learn new skills on the job Promotion opportunities Management potential,15 Jan 2024,https://www.jobnet.com.mm/job/computer-instructor-bcs-field-international-leadership-university-ilu/94508,60
"Analytics, ERM & Procedure/Policies Manager",Ooredoo Myanmar,"Strategy, Planning",Yangon,Benefits: Annual Bonus Meal Allowance Ferry provided,Highlights:An awesome company,Career Opportunities: Possibility for job training,15 Jan 2024,https://www.jobnet.com.mm/job/analytics-erm-and-procedure-policies-manager-ooredoo-myanmar/94505,60
Customer Value Management Manager -Base Management,Ooredoo Myanmar,"Customer Service, Support",Yangon,Benefits: Annual Bonus Meal Allowance Ferry provided,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/customer-value-management-manager-base-management-ooredoo-myanmar/94504,60
Senior Wholesales Executive,"Osotspa Myanmar Co.,Ltd","Sales, Business Development",Yangon,Benefits: Sales Incentive,Highlights:Join an experienced team,Career Opportunities: Learn new skills.,15 Jan 2024,https://www.jobnet.com.mm/job/senior-wholesales-executive-osotspa-myanmar-co-ltd/94501,60
National Sales & Marketing Manager,Industry Leading Company,"Sales, Business Development",Yangon,Benefits: Bonus Meal Allowance or Travel Allowance Commission Uniform Ferry,Highlights:Fun Working Environment Make a Different,Career Opportunities: Training Provided,15 Jan 2024,https://www.jobnet.com.mm/job/national-sales-and-marketing-manager/91704,60
Head Of Underwriter (Life Insurances),Young Investment Group,"Medical, Nursing, Pharmacy",Yangon,Benefits: - Bonus - Performance Rewards - Phone Bills,Highlights:You can make a difference,Career Opportunities: - Management Potential,15 Jan 2024,https://www.jobnet.com.mm/job/head-of-underwriter-life-insurances-young-investment-group/94498,60
Sales And Marketing Manager,SLG Education (SIS Myanmar),"Sales, Business Development",Yangon,Benefits: • Ferry Way • Sat and Sunday off,Highlights:• Fun Working environment • International Standards,Career Opportunities: • Learn news skills on the job • Promotion Opportunities • Training,15 Jan 2024,https://www.jobnet.com.mm/job/sales-and-marketing-manager-slg-education-sis-myanmar/94494,60
General Manager,Industry Leading Company,Administrative,Shan State,Benefits: Rewards over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/general-manager/94493,60
Visual Merchanding Manager - Mandalay,Time Square Trading,"Sales, Business Development",Mandalay,Benefits: Bonus,Highlights:Team Work,Career Opportunities: Training,15 Jan 2024,https://www.jobnet.com.mm/job/visual-merchanding-manager-mandalay-time-square-trading/85743,61
Billing Operation Engineer,MPT - Myanma Posts & Telecommunications,"IT Hardware, Software",Yangon,Benefits: Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/billing-operation-engineer-mpt-myanma-posts-and-telecommunications/94488,61
HR Assistant/HR Staff (Mandalay),Win Brothers Group of Companies Limited,"HR, Training and Recruitment",Mandalay,Benefits: -Annual Bonus -Long Service Awards,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Training provided -Learn new skill on the job -Promotions opportunities,15 Jan 2024,https://www.jobnet.com.mm/job/hr-assistant-hr-staff-mandalay-win-brothers-group-of-companies-limited/94487,61
Shipping Accounts Executive,"Norstar Crew Management Co., Ltd.","Finance, Accounting, Audit",Yangon,Benefits: * Health care insurance  * Monthly mobile top up allowance,Highlights:* International standard,Career Opportunities: * Promotion opportunity * Learn new skill on job,15 Jan 2024,https://www.jobnet.com.mm/job/shipping-accounts-executive-norstar-crew-management-co-ltd/94485,61
Senior Brand Executive,Unilever Myanmar,"Marketing, Media, Creative",Yangon,Benefits: *Bonus *Competitive Salary *Medical Benefit *Life Insurance,Highlights:*International Standard *Join an experienced team *Make it Difference,Career Opportunities: *Free Digital Learning Platforms *Learn new skill on job *Promotion potential,15 Jan 2024,https://www.jobnet.com.mm/job/senior-brand-executive-unilever-myanmar/94484,61
IT Assistant,BrainWorks-Total International School,"IT Hardware, Software",Yangon,Benefits: - competitive salary - experience working in multinational organization - professional development,Highlights:- Fun working environment - International Standards,Career Opportunities: Possibility for job training,15 Jan 2024,https://www.jobnet.com.mm/job/it-assistant-brainworks-total-international-school/94482,61
HR Admin Manager,ASG Bancorp Microfinance Limited,"HR, Training and Recruitment",Yangon,"Benefits: Attractive Salary Attendance Allowance Travel Allowance Health Insurance Annual Bonus Sat, Sun & Public holidays Off",Highlights:Join a winning team,Career Opportunities: Possibility for job training,15 Jan 2024,https://www.jobnet.com.mm/job/hr-admin-manager-asg-bancorp-microfinance-limited/94481,61
Sales Assistant Manager,KBTC Group of Companies Limited,"Sales, Business Development",Yangon,Benefits: Training  Salary increasement Phone Sim Card Grab Taxi Allowance,Highlights:- Make a difference - Join a experience team,Career Opportunities: Training Provided  Career Opportunity,15 Jan 2024,https://www.jobnet.com.mm/job/sales-assistant-manager-kbtc-group-of-companies-limited/94480,61
Junior IT Officer,Gandamar Shwe Pyi,"IT Hardware, Software",Yangon,"Benefits: - Uniform & Ferry Provided - Life Insurance - Medical Allowance 500,000 MMK per year",Highlights:- Make different - Join experience team,Career Opportunities: - Learn new skill on the job - Promotion opportunities - Training Provided,15 Jan 2024,https://www.jobnet.com.mm/job/junior-it-officer-gandamar-shwe-pyi/94479,61
Email Administrator Executive,AGD Bank,"IT Hardware, Software",Yangon,Benefits: Provide Ferry,Highlights:Join an experienced team,Career Opportunities: Promotion Opportunities,15 Jan 2024,https://www.jobnet.com.mm/job/email-administrator-executive-agd-bank/94478,61
Executive Assistant For Group HR Manager,Super Seven Stars,"HR, Training and Recruitment",Yangon,"Benefits: Transportation Allowance (or) Ferry Provide Attendance Allowance Phone Bill Allowance Sat, Sunday and Public Holiday",Highlights:An awesome company,Career Opportunities: Opportunities for promotion,15 Jan 2024,https://www.jobnet.com.mm/job/executive-assistant-for-group-hr-manager-super-seven-stars/94476,61
Social Media Specialist,New Sky Travel,"Marketing, Media, Creative",Yangon,Benefits: Yearly bonus Transportation allowance OT allowance Sale incentive,Highlights:Fun working environment,Career Opportunities: Opportunities for promotion,13 Jan 2024,https://www.jobnet.com.mm/job/social-media-specialist-new-sky-travel/94464,61
Hr Admin Officer,New Sky Travel,"HR, Training and Recruitment",Yangon,Benefits: Yearly Bonus Transportation allowance Ot allowance,Highlights:Fun working environment Team player,Career Opportunities: Learn new skills and techniques,13 Jan 2024,https://www.jobnet.com.mm/job/hr-admin-officer-new-sky-travel/94461,61
Junior Accountant,Hanthar Net FTTH,"Finance, Accounting, Audit",Mon State,Benefits: • Bonus • Meal or Travel allowance • Overtime Payments,Highlights:• Fun working environment • International standards • Make a difference • Join an experienced team,Career Opportunities: • Training provided • Learn new Skills on the Job • Life insurance,13 Jan 2024,https://www.jobnet.com.mm/job/junior-accountant-hanthar-net-ftth/94458,61
MEP Engineer,MARGA GROUP,"Engineering, Technical, HSE",Yangon,Benefits: Rewards for over performance Health Insurance,Highlights:International Standard,Career Opportunities: Learn new skill on the job,13 Jan 2024,https://www.jobnet.com.mm/job/mep-engineer-marga-group/94454,61
Page Admin,Beauty Apex,"Customer Service, Support",Yangon,Benefits: - bonus - overtime payment,Highlights:- Fun working environment - Friendly environment,Career Opportunities: - Promotion opportunities - management potential,12 Jan 2024,https://www.jobnet.com.mm/job/page-admin-beauty-apex/94447,61
Project Sales Manager,"Hafary Myanmar-Leading Tile Supplier, Singapore","Sales, Business Development",Yangon,Benefits: Monthly Sales Commission  Yearly Annual Bonus  Health Insurance,Highlights:Make a difference,Career Opportunities: Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/project-sales-manager-hafary-myanmar-leading-tile-supplier-singapore/94444,61
Head Of Sales,Grand Wynn Group of Companies,"Sales, Business Development",Yangon,Benefits: . Ferry . Uniform . Coffee . Incentive . Phone Bill,Highlights:. Fun Working environment . Make a difference . Join an experienced team,Career Opportunities: . Training Provided . Promotion opportunities . Management potential . Industry Specialization,12 Jan 2024,https://www.jobnet.com.mm/job/head-of-sales-grand-wynn-group-of-companies/91758,61
Maintenance Engineer (Mechanical),Sembcorp Myingyan Power Company Limited,"Engineering, Technical, HSE",Mandalay,Benefits: Competitive Benefits,Highlights:Join a winning team,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/maintenance-engineer-mechanical-sembcorp-myingyan-power-company-limited/85032,61
Co-Operate Sales Manager (Mobile&CE-Samsung Brand),"Unlimited Channel Co., Ltd","Sales, Business Development",Yangon,Benefits: Bonus + Commission Meal or Travel Allowance,Highlights:Make a difference Join an experienced team,Career Opportunities: Training Provide Lear new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/co-operate-sales-manager-mobileandce-samsung-brand-unlimited-channel-co-ltd/94438,61
Senior Accountant,"New Home International Co.,Ltd.","Finance, Accounting, Audit",Yangon,Benefits: * Yearly Bonus * Ph Bill,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-new-home-international-co-ltd/94437,61
Sales Manager/Assistant Sales Manager (MDY),Grand Wynn Group of Companies,"Sales, Business Development",Mandalay,Benefits: Uniform,Highlights:Join an experience team,Career Opportunities: Learn new skills on the jobs,12 Jan 2024,https://www.jobnet.com.mm/job/sales-manager-assistant-sales-manager-mdy-grand-wynn-group-of-companies/94436,61
Executive Secretary,Grand Wynn Group of Companies,Administrative,Yangon,Benefits: . Transportation . Uniform . Phone Bill . Coffee,Highlights:. Fun Working environment . Team Management . Join an experienced team . Make a difference,Career Opportunities: . Management Potential . Training & Development . Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/executive-secretary-grand-wynn-group-of-companies/91844,61
Digital Marketing Executive,SirenwearX,"Marketing, Media, Creative",Shan State,Benefits: Performance based reward. Accommodation and meal provided. Transportation allowance (air ticket) Other benefits,Highlights:Fun working environment Make a difference Join an experience team Salary negotiable based on experience,Career Opportunities: Learn new skills on the job Promotion opportunities Opportunities for professional growth and development,12 Jan 2024,https://www.jobnet.com.mm/job/digital-marketing-executive-sirenwearx/91761,61
Sales Executive (Retail Store),Ooredoo Myanmar,"Sales, Business Development",Sagaing Division,Benefits: Meal allowance Transportation  OML Family SIM with package,Highlights:Fun working environment Joined an experienced team,Career Opportunities: Training provided Learn new skills on job,12 Jan 2024,https://www.jobnet.com.mm/job/sales-executive-retail-store-ooredoo-myanmar/94428,61
Senior Graphic Designer,Shwe Emperor Group of Companies,"Marketing, Media, Creative",Yangon,"Benefits: Ferry Provided Attendance Allowance Overtime Payment Saturday, Sunday & Public Holidays",Highlights:Fun Working environment Make a difference,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/senior-graphic-designer-shwe-emperor-group-of-companies/94427,61
M&E Engineer,"Earth Trading Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: Meal Provide  Ferry Provide,Highlights:Join an experience team,Career Opportunities: management potential  promotion opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/mande-engineer-earth-trading-co-ltd/94419,61
Student Service Officer,Canadian International College-Myanmar,"Customer Service, Support",Yangon,Benefits: - Transportation Allowance - Uniform Provided - Overtime Payments - Rewords for over performance,Highlights:- Fun working environment - International Standards - Join an experienced team,Career Opportunities: - Training provided - Promotion opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/student-service-officer-canadian-international-college-myanmar/91822,61
HR & Admin Assistant,Majesty Family International Co Ltd,"HR, Training and Recruitment",Yangon,"Benefits: - Ferry Provide (near of point), - Sunday and Public Holidays Off",Highlights:- Fun working environment - Make a difference,Career Opportunities: - Learn new skills on the job. - On Job Training,12 Jan 2024,https://www.jobnet.com.mm/job/hr-and-admin-assistant-majesty-family-international-co-ltd/91750,61
Relationship Manager - Institutional Banking,KBZ Bank,"Sales, Business Development",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards  Leading Bank in Myanmar,Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/relationship-manager-institutional-banking-kbz-bank/91554,61
Factory Manager(B.E Mechanical),Gold Yacht,"Manufacturing, Factory",Yangon,Benefits: Ferry Provided  Overtime Payment  Phone Allowance,Highlights:You can make a difference.,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/factory-managerbe-mechanical-gold-yacht/94406,62
IT Assistant,"Rainbow Bridge Distribution Co., Ltd","IT Hardware, Software",Yangon,Benefits: Ferry  Uniform,Highlights:Make a difference,Career Opportunities: Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/it-assistant-rainbow-bridge-distribution-co-ltd/94403,62
Operation Supervisor,"Rainbow Bridge Distribution Co., Ltd","Project, Operations Management",Yangon,Benefits: Uniform Ferry,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/operation-supervisor-rainbow-bridge-distribution-co-ltd/94399,62
Production Engineer Officer (Thilawa SEZ ),"Pinnacle House Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: Lunch & Ferry Provided,Highlights:You can make a difference,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/production-engineer-officer-thilawa-sez-pinnacle-house-co-ltd/94397,62
Customer Service Executive,MARGA GROUP,"Customer Service, Support",Yangon,Benefits: Overtime payments,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/customer-service-executive-marga-group/94394,62
E-Logistics Operation Specialist,KBZ Bank,"Project, Operations Management",Yangon,Benefits: Bonus,Highlights:International Standards,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/e-logistics-operation-specialist-kbz-bank/85687,62
Production Manager,Joy Detox & Healthy Meal,"Manufacturing, Factory",Mandalay,Benefits: - Bonus + Commissions,Highlights:- International Standard,Career Opportunities: - Training Provided,12 Jan 2024,https://www.jobnet.com.mm/job/production-manager-joy-detox-and-healthy-meal/94393,62
Audit (Mandalay),Win Brothers Group of Companies Limited,"Finance, Accounting, Audit",Mandalay,Benefits: Yearly Bonus Uniform,"Highlights:ပညာအရည်အချင်းထောက်ခံချက်(သို့)ဘွဲ့လက်မှတ် LCCI Level (I,II ) Certificate Computer Certificate.",Career Opportunities: လိုအပ်သည်များကိုသင်တန်းပေးခြင်း ရာထူးတိုးရန်အခွင့်အရေးရှိခြင်း အခွင့်အရေးအသစ်များကို လေ့လာနိုင်ခြင်း,12 Jan 2024,https://www.jobnet.com.mm/job/audit-mandalay-win-brothers-group-of-companies-limited/94392,62
Foreign Remittance - Asst. Manager(Inward/Outward),KBZ Bank,"Project, Operations Management",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards Leading Bank in Myanmar,Career Opportunities: Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/foreign-remittance-asst-managerinward-outward-kbz-bank/94390,62
Preschool Assistant Teacher,Prime International School,"Education, Teaching, Childcare",Yangon,Benefits: Competitive Compensation,Highlights:Positive School Culture and Values Collaborative and Supportive Work Environment Making a Difference,Career Opportunities: Opportunities for Growth and Advancement Professional Development Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/preschool-assistant-teacher-prime-international-school/84023,62
Assistant Supply Chain Manager,Capital Diamond Star Group (CDSG),"Procurement, Supply Chain",Yangon,Benefits: Benefits will be provided according to company policy.,Highlights:Join a winning team,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/assistant-supply-chain-manager-capital-diamond-star-group-cdsg/94388,62
Product & Pricing Senior Manager,Ooredoo Myanmar,"Marketing, Media, Creative",Yangon,Benefits: Annual Bonus Meal Allowance Ferry provided,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/product-and-pricing-senior-manager-ooredoo-myanmar/94387,62
Assistant Import Manager (Medical Product),Pacific-AA Group,"Procurement, Supply Chain",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/assistant-import-manager-medical-product-pacific-aa-group/94386,62
Finance Staff,Industry Leading Company,"Finance, Accounting, Audit",Yangon,Benefits: Rewards over performance,Highlights:Join an experience team,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/finance-staff/94385,62
Copywriter,KBZ Bank,"Marketing, Media, Creative",Yangon,Benefits: Quarterly Bonus,Highlights:International Standard,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/copywriter-kbz-bank/91795,62
"Manager, Call Center In-Charge (Operation)",ATOM,"Customer Service, Support",Yangon,Benefits: Bonus entitlement Medical Insurance coverage Airtime Usage,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,12 Jan 2024,https://www.jobnet.com.mm/job/manager-call-center-in-charge-operation-atom/94381,62
Senior Accountant,Proximity Finance,"Finance, Accounting, Audit",Yangon,Benefits: - Competitive salary and benefits - Collaborative office environment,"Highlights:- Help shape Myanmar’s microfinance landscape - An environment that welcomes innovation and encourage new approaches -Talented, forward-thinking col",Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-proximity-finance/94376,62
